province;red;green;blue;x;x
4104;207;15;150;Lamba;x
4105;207;15;175;Kusu;x
4106;207;15;200;Lenje;x
4107;197;15;100;Kanongesha;x
4108;207;15;100;Kaonde;x
4109;197;15;150;Lega;x
4110;231;127;43;Sutherland;x
4111;119;212;150;Saintonge;x
4112;157;124;213;Aurilac;x
4113;103;160;108;Uleaborg;x
4114;145;85;134;Luleå;x
4115;156;39;189;Mazyr;x
4116;119;162;166;Belyov;x
4117;205;163;151;Bezhetsk;x
4118;180;212;180;Desmond;x
4119;177;112;53;Sligo;x
4120;160;91;132;Kildare;x
4121;185;241;202;Ulster;x
4122;43;136;207;Shenkursk;x
4123;43;106;43;Birkaland;x
4124;109;195;109;Kexholm;x
4125;210;205;68;Szolnok;x
4126;229;71;55;Bacs;x
4127;146;198;217;Turda;x
4128;142;201;142;Kiralyföld;x
4129;53;164;53;Ust-Vym;x
4130;222;47;96;Somerset;x
4131;227;54;54;Nanbu;x
4132;70;229;231;Mweru;x
4133;88;239;241;Kivu;x
4134;103;216;217;Rutanzige;x
4135;139;230;231;Lake Albert;x
4136;45;225;227;Zaysan;x
4137;79;222;224;Alakol;x
4138;40;196;198;Issyk-Kul;x
4139;54;54;236;Oulujärvi;x
4140;34;34;210;Saimaa;x
4141;207;42;19;Ditmarschen;x
4142;198;219;57;Aarhus;x
4143;127;186;98;Smålenene;x
4144;222;69;44;Bratsberg;x
4145;201;191;169;Mhen Nar;x
4146;225;223;19;Jotenheimen;x
4147;74;217;74;Rostov;x
4148;222;151;200;Luki;x
4149;44;184;44;Kolding;x
4150;145;151;212;Évora;x
4151;208;10;168;Kuusamo;x
4152;113;153;0;Enare;x
4153;225;223;21;Scandes;x
4154;225;223;23;Pyrenees;x
4155;225;223;25;Carpathians;x
4156;225;223;27;Caucasus;x
4157;225;223;29;The Alps;x
4158;117;150;26;Janjero;x
4159;237;230;38;Alps2;x
4160;224;220;117;Alps3;x
4161;208;202;39;Alps4;x
4162;231;224;22;Alps5;x
4163;220;144;23;Elfsborg;x
4164;150;213;76;Dalsland;x
4165;220;78;202;Göinge;x
4166;54;157;76;Tiohärad/Värend;x
4167;195;207;97;High Atlas;x
4168;135;142;79;High Atlas2;x
4169;222;203;239;Aures;x
4170;111;33;184;Zagros;x
4171;176;122;149;Abarquh;x
4172;22;236;239;Zagros2;x
4173;106;34;172;Syrmia;x
4174;200;147;147;Durres;x
4175;15;161;198;Lezhe;x
4176;81;63;217;Branicevo;x
4177;222;79;239;Elburz;x
4178;16;119;24;Pontic Mountains;x
4179;24;212;37;Armenian Highlands;x
4180;224;105;71;Hyuga;x
4181;171;64;58;Higo;x
4182;222;162;158;Hizen;x
4183;148;243;182;Iwami;x
4184;29;167;101;Bizen;x
4185;136;40;113;Tango;x
4186;164;211;156;Iyo;x
4187;137;170;36;Kii;x
4188;219;191;83;Shinano;x
4189;183;128;213;Sagami;x
4190;74;53;198;Shimousa;x
4191;150;104;225;Shimotsuke;x
4192;207;150;214;Ugo;x
4193;102;179;145;Oshima;x
4194;94;52;48;Yongping;x
4195;151;185;125;Zhending;x
4196;104;143;106;Haizhou;x
4197;148;197;227;Huangzhou;x
4198;56;144;141;Fengxiang;x
4199;45;117;59;Tongren;x
4200;29;161;216;Hulan;x
4201;44;97;35;Jianzhou;x
4202;186;143;58;Taining;x
4203;89;66;107;Ju Ud;x
4204;44;45;128;Anding;x
4205;35;68;112;Nagchu;x
4206;38;129;72;Balikul;x
4207;129;51;84;Turpan;x
4208;196;198;53;Qurqara-usu;x
4209;129;112;172;Maralbexi;x
4210;101;69;107;Yangi Hissar;x
4211;72;32;16;Dazhou;x
4212;122;61;105;Jiazhou;x
4213;40;46;10;Luzhou;x
4214;26;53;83;Kalar;x
4215;22;100;123;Fudali;x
4216;74;143;77;Ulch;x
4217;52;80;119;Pijin;x
4218;69;105;171;Buteha;x
4219;117;42;41;Bayan Tumen;x
4220;44;113;137;Khiagt;x
4221;148;144;46;Dundgovi;x
4222;50;81;144;Ulaangom;x
4223;209;115;2;Hetao;x
4224;36;150;179;Tokai Sea;x
4225;64;173;200;Coast of Hokkaido;x
4226;29;124;148;North Japan Basin;x
4227;105;96;64;Daegu;x
4228;195;44;140;Naju;x
4229;188;200;56;Chungju;x
4230;158;186;44;Suwon;x
4231;231;184;20;Haeju;x
4232;145;81;35;Ganggye;x
4233;31;182;184;Bahai Sea;x
4234;45;117;167;Eastern Yellow Sea;x
4235;144;225;232;Vistula Lagoon;x
4236;255;0;0;Trencin;x
